identifiant_station,nom_station,station_en_fonctionnement,capacité_de_la_station,nombre_bornettes_libres,nombre_total_vélos_disponibles,vélos_mécaniques_disponibles,vélos_électriques_disponibles,borne_de_paiement_disponible,retour_vélib_possible,actualisation_de_la_donnée,coordonnées_géographiques,commune,code_postal
3007,Archives - Pastourelle,True,28,17,10,8,2,True,True,2025-06-03 14:56:14+02:00,"48.8623615, 2.3595041",Paris,75056
15018,Dutot - Place Alleray,True,56,52,4,1,3,True,True,2025-06-03 14:56:43+02:00,"48.836826091766, 2.3071701095578",Paris,75056
20048,Bagnolet - Place Saint-Blaise,True,28,25,3,1,2,True,True,2025-06-03 14:58:21+02:00,"48.85973, 2.40334",Paris,75056
10166,Strasbourg - Saint-Denis,True,16,4,10,4,6,True,True,2025-06-03 14:57:27+02:00,"48.869601642433, 2.3542908579111",Paris,75056
12166,Parc Floral du Bel Air,True,25,14,10,7,3,True,True,2025-06-03 14:55:25+02:00,"48.839285711865735, 2.438560165464878",Paris,75056
6015,André Mazet - Saint-André des Arts,True,55,33,22,10,12,True,True,2025-06-03 14:58:19+02:00,"48.85375581057431, 2.3390958085656166",Paris,75056
16010,Belles Feuilles - Place de Mexico,True,23,17,5,0,5,True,True,2025-06-03 14:56:34+02:00,"48.865804746474, 2.2829206287861",Paris,75056
17202,Mariotte - Batignolles,True,20,16,4,1,3,True,True,2025-06-03 14:53:49+02:00,"48.884571659595, 2.321469503475",Paris,75056
12202,Charenton - Wattignies,True,40,38,2,2,0,True,True,2025-06-03 14:55:19+02:00,"48.836919119234, 2.3916775206425",Paris,75056
9019,Victor Massé - Jean-Baptiste Pigalle,True,18,16,2,0,2,True,True,2025-06-03 14:58:46+02:00,"48.8811043724, 2.3366955667734",Paris,75056
1024,Coquillière - Louvre,True,21,5,16,12,4,True,True,2025-06-03 14:58:41+02:00,"48.863795909662, 2.3425736278296",Paris,75056
19046,Porte de Pantin.,True,33,24,4,1,3,True,True,2025-06-03 14:58:30+02:00,"48.889199725577, 2.3950181901455",Paris,75056
2102,Saint-Marc - Feydeau,True,37,7,30,12,18,True,True,2025-06-03 14:57:39+02:00,"48.870326843044, 2.3418715826353",Paris,75056
6029,Vaugirard - Monsieur le Prince,True,26,4,21,15,6,True,True,2025-06-03 14:56:09+02:00,"48.848951441614, 2.3411329463124",Paris,75056
19121,Belleville -  Pré Saint-Gervais,True,21,19,2,0,2,True,True,2025-06-03 14:56:36+02:00,"48.875565910073, 2.3930460959673",Paris,75056
13015,Chevaleret - Louise Weiss,True,35,0,32,27,5,True,True,2025-06-03 14:57:22+02:00,"48.832586513351, 2.37121138812",Paris,75056
20140,Paganini - Davout,True,22,13,9,9,0,True,True,2025-06-03 14:58:58+02:00,"48.85135, 2.412021",Paris,75056
19114,Manin - Secrétan,True,20,18,1,1,0,True,True,2025-06-03 14:59:00+02:00,"48.8791665, 2.3787959",Paris,75056
12123,Château de Vincennes,True,52,45,6,2,4,True,True,2025-06-03 14:58:57+02:00,"48.84423193255657, 2.439209537709179",Paris,75056
20010,Sorbier - Gasnier-Guy,True,34,33,0,0,0,True,True,2025-06-03 14:58:33+02:00,"48.865217631011, 2.3936596512794",Paris,75056
13024,Bobillot - Tolbiac,True,33,29,4,3,1,True,True,2025-06-03 14:51:09+02:00,"48.8255961335041, 2.350204177200794",Paris,75056
19006,Mathis - Flandre,True,0,0,0,0,0,False,False,2024-09-05 12:54:01+02:00,"48.890642989898, 2.3762554675341",Paris,75056
13049,Vincent Auriol - Louise Weiss,True,22,4,17,14,3,True,True,2025-06-03 14:57:07+02:00,"48.834001935501, 2.3703888058662",Paris,75056
8202,Londres - Europe,True,27,23,4,1,3,True,True,2025-06-03 14:57:27+02:00,"48.878618556803, 2.3248164693922",Paris,75056
5027,Gobelins - Port-Royal,True,40,14,23,20,3,True,True,2025-06-03 14:59:03+02:00,"48.837135900263, 2.3515201359987",Paris,75056
17020,Jouffroy d'Abbans - Malesherbes,True,27,19,8,1,7,True,True,2025-06-03 14:57:05+02:00,"48.8850134, 2.3070717",Paris,75056
15203,Porte de Versailles,True,28,15,12,11,1,True,True,2025-06-03 14:56:32+02:00,"48.832324016657, 2.2875617349045",Paris,75056
8040,Pierre Charron - Champs-Elysées,True,32,1,29,18,11,True,True,2025-06-03 14:56:38+02:00,"48.870103359864, 2.3043501377106",Paris,75056
10202,Bichat - Grange aux Belles,True,30,23,7,1,6,True,True,2025-06-03 14:55:11+02:00,"48.873688, 2.365015",Paris,75056
15012,Cambronne - Mademoiselle,True,67,63,3,0,3,True,True,2025-06-03 14:55:31+02:00,"48.843277330035214, 2.30230766886348",Paris,75056
8018,Saint-Augustin,True,45,21,24,20,4,True,True,2025-06-03 14:58:22+02:00,"48.8762009747008, 2.319786250591278",Paris,75056
18016,Francoeur - Caulaincourt,True,34,27,5,0,5,True,True,2025-06-03 14:58:19+02:00,"48.8899944409612, 2.342529706656933",Paris,75056
20142,Mûriers - Père Lachaise,True,20,18,1,0,1,True,True,2025-06-03 14:50:14+02:00,"48.864130509668044, 2.39164982067019",Paris,75056
15053,Lecourbe - Convention,True,46,40,4,3,1,True,True,2025-06-03 14:58:12+02:00,"48.83923319241899, 2.2915197908878326",Paris,75056
18010,Riquet - Marx Dormoy,True,36,29,6,2,4,True,True,2025-06-03 14:55:14+02:00,"48.89021003702, 2.3601756244898",Paris,75056
20003,Pyrénées - Cours de Vincennes,True,21,18,3,1,2,True,True,2025-06-03 14:58:34+02:00,"48.847796779935, 2.4061721563339",Paris,75056
15041,Franquet - Labrouste,True,37,37,0,0,0,True,True,2025-06-03 14:49:28+02:00,"48.83287705011431, 2.306762784719467",Paris,75056
18135,Ney - Porte de Montmartre,True,24,19,3,2,1,True,True,2025-06-03 14:55:28+02:00,"48.897918, 2.3364872",Paris,75056
13028,Gouthière - Poterne des Peupliers,True,33,4,29,26,3,True,True,2025-06-03 14:55:24+02:00,"48.820507, 2.351342",Paris,75056
15069,Félix Faure - Convention,True,44,17,27,24,3,True,True,2025-06-03 14:55:59+02:00,"48.841249336041, 2.2883866008495",Paris,75056
13116,Place du Docteur Yersin,True,50,34,15,13,2,True,True,2025-06-03 14:56:48+02:00,"48.82010494991975, 2.3725583776831627",Paris,75056
20012,Buzenval - Vignoles,True,17,15,2,2,0,True,True,2025-06-03 14:57:31+02:00,"48.853858171688, 2.4000040814281",Paris,75056
11111,Léon Frot - Charonne,True,19,16,3,2,1,True,True,2025-06-03 14:57:23+02:00,"48.854963800335234, 2.387217085372007",Paris,75056
14004,Port Royal - Hôpital Cochin,True,23,17,5,3,2,True,True,2025-06-03 14:58:37+02:00,"48.838608030238, 2.3406994164846",Paris,75056
19117,Euryale Dehaynin - Loire,True,30,27,1,0,1,True,True,2025-06-03 14:58:31+02:00,"48.886248917304805, 2.3774591088294987",Paris,75056
14027,Gergovie - Alésia,True,54,49,4,2,2,True,True,2025-06-03 14:57:06+02:00,"48.83088717455243, 2.318882101207347",Paris,75056
10003,Hauteville - Bonne Nouvelle,True,17,6,10,2,8,True,True,2025-06-03 14:56:49+02:00,"48.87077436024, 2.3496496368327",Paris,75056
15024,Suffren - La Motte-Piquet,True,23,20,3,3,0,True,True,2025-06-03 14:58:55+02:00,"48.850881230919, 2.3012199997902",Paris,75056
11022,Roquette - Auguste Laurent,True,16,9,7,3,4,True,True,2025-06-03 14:58:58+02:00,"48.858001906023354, 2.381797702650783",Paris,75056
12119,Dom-Pérignon - Gravelle,True,50,37,7,6,1,True,True,2025-06-03 14:58:53+02:00,"48.825481574435, 2.409880310297",Paris,75056
10009,Mairie du 10ème,True,19,12,6,1,5,True,True,2025-06-03 14:56:12+02:00,"48.872089449907, 2.3575825989246",Paris,75056
13006,Duméril - Jeanne d'Arc,True,40,37,3,3,0,True,True,2025-06-03 14:58:38+02:00,"48.838151608087, 2.3571084495564",Paris,75056
16025,Jean de la Fontaine - Boulainvilliers,True,68,44,23,18,5,True,True,2025-06-03 14:55:24+02:00,"48.85264791461651, 2.2758664190769196",Paris,75056
20020,Pyrénées - Charles Renouvier,True,29,29,0,0,0,True,True,2025-06-03 14:55:49+02:00,"48.86095933229224, 2.400421852042113",Paris,75056
13036,Olympiades,True,36,30,5,1,4,True,True,2025-06-03 14:57:34+02:00,"48.826764665199, 2.3650860786438",Paris,75056
12008,Hector Malot - Daumesnil,True,54,43,10,8,2,True,True,2025-06-03 14:58:41+02:00,"48.84693552991762, 2.3770876228809357",Paris,75056
14009,Tombe Issoire - René Coty,True,36,31,5,0,5,True,True,2025-06-03 14:58:16+02:00,"48.830512876709, 2.3343613743782",Paris,75056
12102,Bercy - Traversiére,True,30,7,23,16,7,True,True,2025-06-03 14:57:50+02:00,"48.846192642574, 2.3703800886869",Paris,75056
17117,Pereire - Saussure,True,32,31,0,0,0,True,True,2025-06-03 14:57:36+02:00,"48.888229075478, 2.3101296275854",Paris,75056
13120,Pierre Joseph Desault,True,19,10,9,7,2,True,True,2025-06-03 14:53:50+02:00,"48.82110230800372, 2.378775402903557",Paris,75056
16017,Siam - La Pompe,True,16,16,0,0,0,True,True,2025-06-03 14:55:15+02:00,"48.861720329027264, 2.275346568555312",Paris,75056
15050,Dominique Pado - Croix Nivert,True,22,17,5,2,3,True,True,2025-06-03 14:58:37+02:00,"48.83648798164934, 2.2897250577807426",Paris,75056
18021,Marcadet - Ramey,True,39,36,2,0,2,True,True,2025-06-03 14:57:05+02:00,"48.890875, 2.3449019",Paris,75056
16116,George Sand - Jean de La Fontaine,True,29,20,9,5,4,True,True,2025-06-03 14:57:04+02:00,"48.84986918764119, 2.268257387525699",Paris,75056
5033,Saint-Séverin - Saint-Michel,True,30,21,6,5,1,True,True,2025-06-03 14:57:15+02:00,"48.852731305488, 2.3440927639604",Paris,75056
20013,Alexandre Dumas - Place de la Réunion,True,45,44,1,0,1,True,True,2025-06-03 14:53:02+02:00,"48.85533710742046, 2.3997703687646292",Paris,75056
15045,Porte de la Plaine,True,35,29,6,5,1,True,True,2025-06-03 14:49:43+02:00,"48.82805169605981, 2.2924277186393742",Paris,75056
12022,Sahel - Général Michel Bizot,True,47,33,14,4,10,True,True,2025-06-03 14:57:00+02:00,"48.840872964793355, 2.4044444784522057",Paris,75056
15027,Duhamel - André Gide,True,20,18,2,1,1,True,True,2025-06-03 14:51:15+02:00,"48.8365662244334, 2.312707121097412",Paris,75056
17110,Legendre - Nollet,True,30,27,3,1,2,True,True,2025-06-03 14:56:57+02:00,"48.887742186754224, 2.320293079881375",Paris,75056
20032,Square des Amandiers,True,26,25,1,0,1,True,True,2025-06-03 14:58:21+02:00,"48.86615630668046, 2.3891324177384377",Paris,75056
20014,Charonne - Alexandre Dumas,True,35,27,8,3,5,True,True,2025-06-03 14:58:05+02:00,"48.856077415056, 2.3948693275452",Paris,75056
8046,Marceau - Président Wilson,True,32,5,25,14,11,True,True,2025-06-03 14:57:07+02:00,"48.8652359, 2.3002513",Paris,75056
18101,Championnet.,True,22,18,3,0,3,True,True,2025-06-03 14:53:32+02:00,"48.8953643, 2.3498166",Paris,75056
14035,Maine - Jean Zay,True,50,36,10,2,8,True,True,2025-06-03 14:58:48+02:00,"48.837925263898, 2.3225428909063",Paris,75056
6028,Quatre Vents - Carrefour de l'Odéon,True,37,7,29,23,6,True,True,2025-06-03 14:58:03+02:00,"48.851751374458864, 2.338161695134053",Paris,75056
20110,Gambetta - Tourelles,True,20,18,2,0,2,True,True,2025-06-03 14:52:41+02:00,"48.875337902264, 2.4059921130538",Paris,75056
11016,Philippe-Auguste,True,48,47,1,0,1,True,True,2025-06-03 14:53:20+02:00,"48.851853488265, 2.3932945355773",Paris,75056
14005,René Coty - Place Denfert-Rochereau,True,36,34,1,1,0,True,True,2025-06-03 14:57:59+02:00,"48.833056477316, 2.3329411447048",Paris,75056
12122,Bois de Vincennes - Polygone,True,51,31,19,15,4,True,True,2025-06-03 14:57:54+02:00,"48.83544491617421, 2.431421081436563",Paris,75056
8007,Rome - Provence,True,30,15,15,13,2,True,True,2025-06-03 14:57:18+02:00,"48.874230055580306, 2.325570111724113",Paris,75056
16033,Marché d'Auteuil,True,32,15,17,11,6,True,True,2025-06-03 14:58:46+02:00,"48.84842761367387, 2.265253821160005",Paris,75056
17006,Guy Môquet - Compoint,True,36,31,3,2,1,True,True,2025-06-03 14:57:52+02:00,"48.89213559044868, 2.32321947813034",Paris,75056
6004,Regard - Rennes,True,46,45,1,1,0,True,True,2025-06-03 14:58:43+02:00,"48.847385404956, 2.3268555477262",Paris,75056
20005,Reynaldo Hahn - Lagny,True,19,11,5,3,2,True,True,2025-06-03 14:58:13+02:00,"48.849266043601794, 2.412330328844772",Paris,75056
15114,Pasteur - Cotentin,True,33,7,2,0,2,True,True,2025-06-03 14:52:52+02:00,"48.8389284, 2.316356",Paris,75056
19014,Lorraine - Jean Jaurès,True,19,11,2,0,2,True,True,2025-06-03 14:55:19+02:00,"48.8863865, 2.3825772",Paris,75056
15120,Colonel Pierre Avia,True,29,1,27,25,2,True,True,2025-06-03 14:58:01+02:00,"48.8296843300915, 2.275342586850291",Paris,75056
15014,Volontaires - Vaugirard,True,34,22,12,5,7,True,True,2025-06-03 14:58:34+02:00,"48.84132050184004, 2.30808901725357",Paris,75056
16023,Passy - Place du Costa Rica,True,33,21,11,3,8,True,True,2025-06-03 14:55:06+02:00,"48.8584893, 2.2839655",Paris,75056
13055,M.- A. Lagroua Weill-Hallé -  F. Dolto,True,60,2,57,43,14,True,True,2025-06-03 14:58:26+02:00,"48.828595283857425, 2.380220606266108",Paris,75056
11029,Ménilmontant - Oberkampf,True,40,29,10,2,8,True,True,2025-06-03 14:56:21+02:00,"48.866617658681, 2.3830134404158",Paris,75056
11028,Guillaume Bertrand - République,True,38,35,2,1,1,True,True,2025-06-03 14:58:52+02:00,"48.863825174341, 2.380906377155",Paris,75056
15113,Arsonval - Falguière,True,25,22,2,0,2,True,True,2025-06-03 14:53:37+02:00,"48.84040040365445, 2.313117867297474",Paris,75056
16022,Jean Bologne - Passy,True,19,17,2,0,2,True,True,2025-06-03 14:53:55+02:00,"48.857566889784465, 2.280027395306772",Paris,75056
6005,Montparnasse -  Square Ozanam,True,49,47,1,0,1,True,True,2025-06-03 14:59:01+02:00,"48.843310567822, 2.3265242949128",Paris,75056
20011,Pyrénées - Dagorno,True,20,18,2,0,2,True,True,2025-06-03 14:57:43+02:00,"48.855425770695085, 2.4051643162965775",Paris,75056
15044,Dantzig - Lefebvre,True,33,33,0,0,0,True,True,2025-06-03 14:50:02+02:00,"48.83013921586756, 2.295934036374092",Paris,75056
19001,Crimée - Ourcq,True,56,52,3,1,2,True,True,2025-06-03 14:56:13+02:00,"48.894104140316, 2.3729460884673",Paris,75056
13023,Bobillot - Moulin des Prés,True,28,27,1,1,0,True,True,2025-06-03 14:58:36+02:00,"48.828657346203, 2.353020646317",Paris,75056
12040,Porte de Charenton,True,67,55,7,5,2,True,True,2025-06-03 14:57:35+02:00,"48.831240105856, 2.3989107459784",Paris,75056
20106,Mairie du 20ème,True,27,25,2,1,1,True,True,2025-06-03 14:56:27+02:00,"48.865302324275, 2.3990669846535",Paris,75056
19007,Flandre - Ourcq,True,30,19,6,2,4,True,True,2025-06-03 14:55:57+02:00,"48.89260159189023, 2.3790915682911873",Paris,75056
6020,Place Saint-André des Arts,True,37,11,26,16,10,True,True,2025-06-03 14:56:47+02:00,"48.852886173881, 2.3426544293761",Paris,75056
11018,Saint-Maur - République,True,38,32,5,3,2,True,True,2025-06-03 14:57:04+02:00,"48.864185861455, 2.3783174157143",Paris,75056
5105,Geoffroy-Saint-Hilaire - Saint-Marcel,True,17,15,2,0,2,True,True,2025-06-03 14:58:38+02:00,"48.83907826424974, 2.356877340669728",Paris,75056
19123,Metz - Marne,True,33,31,0,0,0,True,True,2025-06-03 14:58:33+02:00,"48.891163, 2.3865705",Paris,75056
12039,Général Michel Bizot - Claude Decaen,True,38,33,3,2,1,True,True,2025-06-03 14:58:11+02:00,"48.83481262982544, 2.400927788127704",Paris,75056
5031,Lacépède - Linné,True,54,39,14,11,3,True,True,2025-06-03 14:56:29+02:00,"48.8437035476636, 2.354651279747486",Paris,75056
13037,Ivry - Baudricourt,True,20,18,1,0,1,True,True,2025-06-03 14:53:02+02:00,"48.824695995415006, 2.363106073577468",Paris,75056
16104,Paul Valery - Victor Hugo,True,35,29,6,0,6,True,True,2025-06-03 14:58:59+02:00,"48.87137406080164, 2.2887128591537476",Paris,75056
12017,Saint-Mandé - Docteur Arnold Netter,True,53,40,12,9,3,True,True,2025-06-03 14:55:33+02:00,"48.84462585769668, 2.404946386814118",Paris,75056
20033,Etienne Dolet - Place Maurice Chevalier,True,47,44,2,0,2,True,True,2025-06-03 14:58:57+02:00,"48.86798303359366, 2.3851405311143026",Paris,75056
14025,Jacquier - Didot,True,30,28,2,0,2,True,True,2025-06-03 14:54:20+02:00,"48.82953336292279, 2.318179272115231",Paris,75056
6009,Guynemer - Jardin du Luxembourg,True,36,22,14,10,4,True,True,2025-06-03 14:58:49+02:00,"48.8466127, 2.3325478",Paris,75056
17050,Batignolles - Abel Truchet,True,28,28,0,0,0,True,True,2025-06-03 14:58:43+02:00,"48.883103904582, 2.3238347490884",Paris,75056
13013,Saint-Marcel - Hôpital,True,21,10,8,6,2,True,True,2025-06-03 14:58:52+02:00,"48.839504424583, 2.3609894170229",Paris,75056
8044,Alfred de Vigny - Place du Général Brocard,True,33,21,12,7,5,True,True,2025-06-03 14:58:14+02:00,"48.87836138361425, 2.305254448220567",Paris,75056
1201,Perrault - Place du Louvre,True,28,14,12,8,4,True,True,2025-06-03 14:52:04+02:00,"48.860273568996, 2.3412468419093",Paris,75056
17036,Place Tristan Bernard,True,28,21,7,5,2,True,True,2025-06-03 14:56:17+02:00,"48.8794936, 2.2915423",Paris,75056
11040,Temple - Jean-Pierre Timbaud,True,36,30,6,5,1,True,True,2025-06-03 14:56:50+02:00,"48.86446597201, 2.3660597205162",Paris,75056
13008,Place d'Italie - Soeur Rosalie,True,52,47,3,2,1,True,True,2025-06-03 14:57:12+02:00,"48.831908520394, 2.3546943448098",Paris,75056
11038,Temple - Charlot,True,45,39,4,0,4,True,True,2025-06-03 14:59:02+02:00,"48.865709343796, 2.3652737250724",Paris,75056
8031,Jean Mermoz - Champs-Elysées,True,49,5,43,27,16,True,True,2025-06-03 14:57:03+02:00,"48.869689856852, 2.3107324540615",Paris,75056
16140,Hippodrome de Longchamp,True,30,7,23,15,8,True,True,2025-06-03 14:58:36+02:00,"48.86413226532, 2.239905372262",Paris,75056
20030,Ménilmontant - Père Lachaise,True,41,35,6,0,6,True,True,2025-06-03 14:58:18+02:00,"48.863287291502, 2.3869940266013",Paris,75056
20035,Pyrénées - Ménilmontant,True,26,23,3,0,3,True,True,2025-06-03 14:55:10+02:00,"48.8693268535238, 2.395084574818611",Paris,75056
3201,Payenne - Square George Caïn,True,24,3,21,11,10,True,True,2025-06-03 14:57:06+02:00,"48.8578329, 2.3622643",Paris,75056
15032,Félix Faure - Lourmel,True,58,17,41,36,5,True,True,2025-06-03 14:58:22+02:00,"48.83868901709515, 2.2818081825971603",Paris,75056
13053,Chevaleret - Tolbiac,True,21,5,16,14,2,True,True,2025-06-03 14:58:08+02:00,"48.82941, 2.375934",Paris,75056
20037,Gambetta - Saint Fargeau,True,24,24,0,0,0,True,True,2025-06-03 14:57:52+02:00,"48.871244610447015, 2.4039056897163396",Paris,75056
19045,Macdonald - Césaria Evora,True,67,44,21,17,4,True,True,2025-06-03 14:58:27+02:00,"48.89883, 2.37933",Paris,75056
10151,Gare du Nord - Faubourg Saint-Denis,True,28,18,9,1,8,True,True,2025-06-03 14:58:53+02:00,"48.879612765504, 2.3568402975798",Paris,75056
9029,Saint-Lazare - Place d'Estienne d'Orves,True,39,21,17,12,5,True,True,2025-06-03 14:57:55+02:00,"48.8768345, 2.3329067",Paris,75056
10001,René Boulanger - Lancry,True,34,0,0,0,0,False,False,2025-05-22 12:02:39+02:00,"48.8685433, 2.3600032",Paris,75056
8003,Galilée - Vernet,True,47,17,30,3,27,True,True,2025-06-03 14:58:58+02:00,"48.871715878697, 2.2985444962978",Paris,75056
7007,Musée d'Orsay,True,65,13,51,40,11,True,True,2025-06-03 14:59:03+02:00,"48.859726157909, 2.3258604481816",Paris,75056
10025,Jemmapes - Ecluses Saint-Martin,True,15,10,3,0,3,True,True,2025-06-03 14:57:00+02:00,"48.87748519186726, 2.3660067468881607",Paris,75056
18045,Pierre Ginier - Clichy,True,16,16,0,0,0,True,True,2025-06-03 14:58:10+02:00,"48.8867667, 2.326228",Paris,75056
14110,Abbé Carton - Plantes,True,25,23,2,2,0,True,True,2025-06-03 14:53:19+02:00,"48.827673823166, 2.3209181427956",Paris,75056
11201,Faubourg St-Antoine - Place de la Nation,True,16,15,1,0,1,True,True,2025-06-03 14:51:04+02:00,"48.8487726, 2.393606",Paris,75056
18018,Carpeaux - Place Jacques Froment,True,19,14,5,1,4,True,True,2025-06-03 14:58:28+02:00,"48.8906542, 2.3309428",Paris,75056
12001,Bastille - Biscornet,True,62,34,28,21,7,True,True,2025-06-03 14:58:19+02:00,"48.851355779579, 2.369220033288",Paris,75056
12106,Gare de Lyon - Roland Barthes,True,68,26,41,37,4,True,True,2025-06-03 14:56:28+02:00,"48.84395729494058, 2.3790882155299187",Paris,75056
11001,Richard Lenoir - Place de la Bastille,True,53,20,31,24,7,True,True,2025-06-03 14:58:54+02:00,"48.8538327, 2.3697222",Paris,75056
12165,Champs de Manoeuvre - Cartoucherie,True,35,14,21,13,8,True,True,2025-06-03 14:58:12+02:00,"48.835261, 2.447974",Paris,75056
17126,Hélène et François Missoffe - Emile Borel,True,32,16,16,14,2,True,True,2025-06-03 14:58:59+02:00,"48.89990653843488, 2.321543991674844",Paris,75056
17127,Porte de Clichy - Place des Nations Unies,True,40,29,8,5,3,True,True,2025-06-03 14:57:18+02:00,"48.896737263309504, 2.310542999196392",Paris,75056
9035,Gare Saint-Lazare - Place de Budapest,True,44,36,7,4,3,True,True,2025-06-03 14:57:52+02:00,"48.877753, 2.327339",Paris,75056
17010,Jonquière - Docteur Paul Brousse,True,40,32,7,1,6,True,True,2025-06-03 14:56:13+02:00,"48.894799816683985, 2.318705212173216",Paris,75056
18026,Ruisseau - Ordener,True,35,32,2,0,2,True,True,2025-06-03 14:55:40+02:00,"48.89299462568024, 2.340144887566567",Paris,75056
8008,Joseph Sansboeuf - Saint Lazare,True,32,17,15,13,2,True,True,2025-06-03 14:57:10+02:00,"48.875315630653, 2.3229019716382",Paris,75056
15013,Volontaires - Lecourbe,True,31,10,21,12,9,True,True,2025-06-03 14:57:54+02:00,"48.84351378799, 2.3065522313118",Paris,75056
5107,Pontoise - La Tournelle,True,23,14,7,6,1,True,True,2025-06-03 14:58:00+02:00,"48.850458009188, 2.3524542754922",Paris,75056
13051,Halle Freyssinet - Parvis Alan Turing,True,23,2,21,16,5,True,True,2025-06-03 14:56:45+02:00,"48.832846814471, 2.3711421713233",Paris,75056
10026,Gare de l'Est - Chateau Landon,True,59,47,7,2,5,True,True,2025-06-03 14:55:04+02:00,"48.879305, 2.362424",Paris,75056
8038,François 1er - Montaigne,True,53,6,47,26,21,True,True,2025-06-03 14:58:11+02:00,"48.866887649978, 2.3066755757207",Paris,75056
18023,Ordener - Poissonniers,True,35,32,2,1,1,True,True,2025-06-03 14:58:32+02:00,"48.891213890844654, 2.351288666219873",Paris,75056
19204,Rampal - Belleville,True,20,19,1,0,1,True,True,2025-06-03 14:52:52+02:00,"48.873114661405, 2.3798409114805",Paris,75056
18024,Clignancourt - Ordener,True,35,33,2,0,2,True,True,2025-06-03 14:54:14+02:00,"48.891457726153774, 2.348636478060487",Paris,75056
11037,Faubourg Du Temple - Republique,True,38,25,9,3,6,True,True,2025-06-03 14:58:23+02:00,"48.867872484749, 2.3648982158072",Paris,75056
16006,Lauriston - Copernic,True,19,18,1,0,1,True,True,2025-06-03 14:55:55+02:00,"48.86926, 2.289918",Paris,75056
11102,Alexandre Dumas - Voltaire,True,59,54,2,2,0,True,True,2025-06-03 14:51:57+02:00,"48.852888670365, 2.3891476408096",Paris,75056
13205,Choisy - Pointe d'Ivry,True,24,22,2,2,0,True,True,2025-06-03 14:59:04+02:00,"48.822154170359, 2.3633708034878",Paris,75056
18044,Clichy - Douai,True,32,29,2,0,2,True,True,2025-06-03 14:58:42+02:00,"48.883687771522, 2.328063700029",Paris,75056
8057,Hoche - Tilsitt,True,33,30,3,0,3,True,True,2025-06-03 14:58:41+02:00,"48.874836457837, 2.2971323132515",Paris,75056
20112,Jourdain - Place des Grandes Rigoles,True,0,0,0,0,0,False,False,2025-02-21 08:34:23+01:00,"48.874031137272, 2.3895947635174",Paris,75056
7201,Place De Fontenoy - Saxe,True,18,6,11,11,0,True,True,2025-06-03 14:58:43+02:00,"48.850270554523, 2.3069813815839",Paris,75056
11014,Place de la Nation - Taillebourg,True,47,43,3,2,1,True,True,2025-06-03 14:58:38+02:00,"48.8488408, 2.3973043",Paris,75056
11009,Boulets - Voltaire,True,24,23,1,0,1,True,True,2025-06-03 14:59:03+02:00,"48.85218705621, 2.3890301585197",Paris,75056
11012,Montreuil - Voltaire,True,34,32,1,1,0,True,True,2025-06-03 14:57:54+02:00,"48.850507011842, 2.3930755582745",Paris,75056
13204,Tolbiac - Boussingault,True,41,34,5,4,1,True,True,2025-06-03 14:58:23+02:00,"48.826177754027, 2.3420378552202",Paris,75056
15105,Fédération - Suffren,True,25,21,4,1,3,True,True,2025-06-03 14:57:54+02:00,"48.852828153442, 2.2978776320815",Paris,75056
13035,Choisy - Tolbiac,True,20,14,6,3,3,True,True,2025-06-03 14:57:24+02:00,"48.82591155587, 2.3602393269539",Paris,75056
7023,Bourdonnais - Tour Eiffel,True,60,14,40,34,6,True,True,2025-06-03 14:59:03+02:00,"48.860897797941, 2.295599598447",Paris,75056
15062,Convention - Lourmel,True,36,10,24,21,3,True,True,2025-06-03 14:58:03+02:00,"48.842055041656, 2.2859910875559",Paris,75056
9025,Taitbout - Châteaudun,True,54,37,16,6,10,True,True,2025-06-03 14:58:55+02:00,"48.876383969379, 2.3353566779335",Paris,75056
10114,Granges aux Belles - Hôpital Saint-Louis,True,60,55,3,1,2,True,True,2025-06-03 14:54:19+02:00,"48.874794994841, 2.366669436985",Paris,75056
7025,Octave Gréard - Tour Eiffel,True,33,8,24,14,10,True,True,2025-06-03 14:58:18+02:00,"48.856502977696, 2.2931787543289",Paris,75056
18134,Ney - Porte de Clignancourt,True,25,24,1,0,1,True,True,2025-06-03 14:56:13+02:00,"48.8978867, 2.3458001",Paris,75056
12107,Diderot - Pierre Bourdan,True,21,9,12,11,1,True,True,2025-06-03 14:56:51+02:00,"48.847648620797, 2.3902582749724",Paris,75056
13203,Square de Choisy - Eastman,True,24,22,2,0,2,True,True,2025-06-03 14:51:09+02:00,"48.828543456283, 2.3583075090494",Paris,75056
13202,Place Farhat Hached,True,28,1,27,19,8,True,True,2025-06-03 14:58:25+02:00,"48.825487045602, 2.3816306985827",Paris,75056
5201,Saint-Jacques - Soufflot,True,16,8,7,2,5,True,True,2025-06-03 14:56:28+02:00,"48.846280383395, 2.3430785379567",Paris,75056
18206,Albert Kahn - Duhesme,True,38,33,5,1,4,True,True,2025-06-03 14:53:25+02:00,"48.895623001056, 2.345815078896",Paris,75056
18042,Place Pigalle,True,21,15,5,2,3,True,True,2025-06-03 14:59:00+02:00,"48.8827555, 2.3361566",Paris,75056
18041,Rochechouart - Martyrs,True,20,15,5,1,4,True,True,2025-06-03 14:59:01+02:00,"48.882193779572, 2.3405495658517",Paris,75056
